f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,neighbor,r
-0.8884,-1.8422,-1.2197,1.4348,0.2938,0.1519,-1.7374,-0.1802,0.0,1.3102358337337605,1,303.8050999999999
-1.7762,-1.0626,1.9712,2.1922,0.964,-1.8942,2.4374,1.2123,3.0,0.0,3,61.0407
0.3848,0.7603,0.3733,-1.8204,0.7032,0.0757,-0.8101,-0.1123,1.0,0.0,0,81.8188
0.33,0.195,-3.7376,1.1402,-0.8193,3.2824,-2.201,-1.9769,0.0,3.476367126757471,1,17.3419
1.537,-0.0604,-0.7333,-0.7198,2.2518,-1.5799,-0.4279,2.1294,2.0,1.608667175024094,1,183.11059999999998
-2.2359,-5.285,2.7404,-1.4719,-1.5737,-3.245,-4.4191,-0.8171,1.0,3.4932558709605,0,1.2815
-2.1976,-4.0088,-0.8689,2.8082,0.4854,-0.9296,-2.4591,0.1611,0.0,2.3842994841252616,1,182.13040000000004
-2.8894,-5.4817,-0.0939,3.1304,2.1393,-2.9221,-2.7359,1.0881,0.0,4.221794922778698,1,51.3832
2.1705,0.9699,-1.7797,-0.2796,-0.3945,0.6096,-0.0052,1.0554,2.0,1.0460082313251642,1,191.8207
-3.9287,-1.8261,2.7788,0.8491,2.3542,-0.4646,-1.5499,2.1297,3.0,0.0,3,41.4852
1.9501,-0.1089,1.5603,-2.001,0.3461,-3.1561,0.9475,1.9485,2.0,1.9943152834995759,3,16.969700000000003
-2.7293,0.2954,2.37,0.5057,-0.5737,0.6148,1.4416,-2.2443,3.0,0.0,3,85.0993
1.8643,-1.4596,0.4147,0.8767,-2.3372,-3.069,2.3551,0.5591,0.0,3.316258747444173,1,54.430800000000005
0.4841,0.9991,0.8361,-0.5701,-1.0418,0.0325,1.3723,-0.2165,3.0,1.1751857555297383,3,112.0117
-0.7171,-3.254,-0.6882,2.4823,0.0771,-1.71,-1.0038,1.3928,0.0,2.6877877743601704,1,188.0179
-1.043,-1.6057,1.482,1.017,-0.5303,-1.3666,0.3533,1.2885,3.0,0.0,3,172.61849999999998
-2.6168,-0.9476,2.8617,-1.2038,3.5596,-1.9959,-0.8425,0.141,1.0,1.9845009549002455,0,23.0537
4.2298,1.3119,-2.0248,-1.4552,-0.8429,-1.6294,1.9093,-1.5075,2.0,2.001661055223886,3,96.70479999999999
2.8452,3.1163,-3.3158,0.3446,0.0023,2.0527,2.0243,-1.089,2.0,2.2506029058898878,3,29.2793
-0.4628,-0.6225,0.8512,0.3629,2.4006,-1.7139,0.3069,2.1902,3.0,1.3307102314177957,3,188.94850000000002
-0.6448,-1.5681,-0.0796,0.9047,-1.4172,-0.3526,-0.4378,-1.2477,0.0,1.0284367360222013,1,239.18890000000005
1.5587,0.6461,-1.1187,0.2426,-1.4541,0.7329,0.4195,0.8838,0.0,2.197242983832239,1,172.51709999999997
0.0587,-3.0577,-0.4436,1.7951,1.179,-2.9807,-0.5295,2.0535,0.0,3.5765275184178296,1,158.5186
-1.0368,0.9253,1.7154,-0.0724,-1.3168,1.2088,0.8271,0.577,3.0,0.0,3,131.0938
-0.5107,-0.8026,0.9389,0.7207,2.3092,-2.8616,1.9182,-0.4626,3.0,0.0,3,62.1234
-1.6141,-0.0008,1.7409,0.4955,-0.8234,0.0169,1.3475,-1.3457,3.0,4.2146848510894035e-08,3,156.0496
-2.4876,-2.6503,3.3157,-1.0005,0.5002,-2.4018,-1.683,0.2642,1.0,2.92380646076309,0,32.1676
0.8435,-0.6343,-0.7027,0.5945,1.202,-1.3371,0.1748,1.5458,0.0,2.141168099426105,1,327.9719
-2.4508,-2.8775,-1.8713,2.2094,0.3542,1.296,-3.5092,-1.5462,0.0,1.9954150896492684,1,84.0295
-4.1063,-3.238,3.4471,0.9183,3.0602,-2.9063,-1.0445,1.2157,3.0,0.0,3,14.1395
-2.0866,-1.7012,0.9746,1.5579,-0.3156,-1.0976,0.8722,-2.6343,3.0,0.0,3,151.3365
-3.6669,-2.6904,2.6284,-0.2463,1.1381,-0.7836,-2.9058,0.2494,1.0,2.394395167886871,0,32.9636
1.1404,-1.9358,0.0914,-1.0481,-2.1422,-2.3145,-0.5371,-2.3518,0.0,1.3981524952593687,1,52.47679999999999
-1.648,-0.5702,1.0481,-0.338,0.7877,0.56,-1.7297,0.9845,1.0,1.0241507994431285,0,132.23360000000002
-1.0764,-0.374,-0.0937,0.6735,-1.436,1.0099,-0.1025,-2.3507,3.0,1.970829046366021,3,124.2941
1.1035,0.5341,-0.2466,1.1691,-2.0401,0.1614,2.0818,0.8116,3.0,0.0,3,141.6217
-0.9707,-1.683,-0.4718,3.621,-0.6517,-0.7478,1.792,0.2515,3.0,1.7054520339194554,3,97.07130000000001
1.4299,-2.2573,-0.675,-0.1878,-1.2878,-2.5152,-0.6493,-0.8858,0.0,1.7466722302710382,1,115.4409
3.0247,2.3351,-0.707,0.7742,-1.8199,-0.6989,5.0153,-0.3305,2.0,2.3266765589570038,3,20.8638
5.0562,1.8462,-2.1054,-1.8681,-1.551,-1.3458,2.0552,-0.7048,2.0,2.406101712313923,3,72.0767
-1.8019,1.3934,2.3228,0.0666,-1.0958,1.1923,1.9883,-1.1673,3.0,0.0,3,106.00030000000001
-0.0181,-1.7338,-0.0533,1.1467,-2.2421,-0.8055,0.134,-0.6543,0.0,1.908114370261908,1,215.9993
1.1145,3.553,0.6095,0.1266,-3.1895,3.1272,2.9464,1.6639,2.0,0.0,3,14.2285
3.2083,1.0227,-2.4605,0.4368,-0.9698,-0.0745,1.4208,0.6957,2.0,1.6639304763120364,3,171.42440000000002
0.0373,0.5159,-0.7006,-0.3408,2.6739,-0.2213,-0.3283,-0.0219,2.0,0.7696649205985688,3,133.3647
-4.8716,-3.7241,1.1618,2.5615,1.1175,0.1316,-2.826,-0.5147,3.0,1.8927933141259727,3,36.1713
1.6913,1.5394,1.1006,-1.8421,-1.3888,-0.0875,0.9368,1.5728,2.0,0.0,1,26.5334
-3.4858,-3.5688,-0.531,2.2407,0.8038,0.4926,-3.5433,-0.9836,1.0,8.429369702178807e-08,0,95.2997
1.7329,-1.214,0.8635,-0.5752,-3.1913,-2.7292,1.686,-1.5602,0.0,1.720677354997153,1,52.911
-0.2691,1.0202,1.6368,-0.8854,1.6324,-1.3131,1.8596,-0.4152,3.0,0.0,3,53.5021
2.4576,-0.3592,-1.3344,0.9525,-1.2529,-1.6179,1.8289,0.5596,0.0,2.696846853271427,1,178.9363
1.3927,-1.1596,-2.0102,0.6465,-0.7512,-0.7428,-0.4866,-0.9811,0.0,1.666859358194326,1,248.8031
-3.2595,-1.407,0.9421,1.915,-0.0088,0.2846,0.2936,-3.0743,3.0,0.0,3,91.5774
2.236,-0.3978,-0.7273,0.2129,-0.1176,-2.6292,1.9929,-0.2632,0.0,2.9512053063113046,1,119.959
-0.8769,-0.3583,2.2019,-0.1194,-1.1084,-1.2043,1.5464,-0.8715,3.0,4.2146848510894035e-08,3,94.11439999999999
2.0664,1.8588,-2.076,0.5711,0.1881,-0.0217,2.9186,-2.4805,2.0,2.5385896655426623,3,85.9669
0.2556,-2.199,-0.6933,1.2745,-0.8807,-1.7534,-0.0248,-0.868,0.0,1.7833904115476233,1,245.93939999999998
2.664,-1.3999,1.9619,-1.2056,-5.0001,-3.4376,2.0091,0.3547,0.0,3.3115150248790965,1,3.2809
-0.5485,-0.5275,0.9476,-0.402,0.9402,-0.7357,-0.6268,1.2698,1.0,2.9802322387695312e-08,2,248.05559999999997
1.6298,-1.4617,-2.3828,-0.7356,-0.274,-0.6403,-2.499,-1.2657,0.0,0.0,1,48.9923
-0.502,-0.8312,0.4921,0.6866,-0.899,-0.1133,-0.1423,0.8046,3.0,0.0,3,262.66810000000004
-0.215,3.6638,1.531,-0.8139,-2.6233,3.557,2.1307,0.1036,3.0,1.2210304746401763,3,24.5694
1.2631,2.0327,1.3651,-1.7317,-1.433,0.3524,1.5051,0.865,2.0,0.0,1,28.9521
0.0716,-0.413,-2.4008,3.1013,0.4282,0.6521,0.9719,0.0516,0.0,3.500935981991102,1,88.3128
-0.3104,-1.3992,0.8596,1.062,0.7644,-1.8043,0.3615,2.6459,0.0,3.5653723283831105,1,192.9968
0.0704,-2.1911,-1.7922,1.9022,-0.2695,-0.472,-1.2825,0.4249,0.0,2.0065511057533514,1,290.0283
1.8709,0.9432,-3.3988,1.9271,0.9522,0.7214,1.2819,0.019,2.0,1.7652891547845613,3,66.98089999999999
0.199,-1.3933,-1.9287,0.8649,0.0051,0.5796,-2.2917,0.7057,0.0,0.0,1,204.9021
4.2233,0.105,-1.3092,-1.1636,-1.917,-2.4843,1.5744,-0.0324,2.0,1.9834431527018865,1,86.3918
2.4447,3.1351,-0.7639,-0.5257,-1.1466,1.4668,2.4555,1.0775,2.0,1.507894057949695,3,26.197200000000002
-0.6412,-2.2577,-2.547,1.8945,0.567,0.4613,-2.5345,-0.6397,0.0,1.9404937954036334,1,176.8857
1.0297,-0.7496,-0.065,-0.0549,1.0403,-1.8644,0.0377,2.0358,0.0,2.4856204778686544,1,264.0553
1.9213,6.8399,-0.9071,-4.5292,-1.2728,5.7241,0.5932,-3.9052,2.0,6.7177704180777145,3,1.0791
0.5886,-0.9539,0.4182,0.386,0.185,-1.6277,0.284,2.2447,0.0,2.4403223352663885,1,229.04549999999998
1.6495,0.0125,-2.2709,1.4708,-0.4433,0.1063,0.7582,0.4482,0.0,2.2537883063854944,1,247.17929999999998
1.8153,0.4959,-2.0946,0.1985,-0.4072,0.215,0.3656,-0.879,2.0,1.5202056933191643,1,244.61020000000002
-1.8126,-2.6425,-0.3957,4.5441,-1.5297,0.1452,0.4907,2.0028,3.0,2.2176132778282147,3,15.8618
0.0696,1.2742,-1.5829,0.6733,2.7879,0.1805,1.3564,-2.1123,2.0,2.257391711688515,3,20.1634
-1.1307,-3.776,-0.6956,1.3558,2.783,-2.7538,-2.5256,1.0514,0.0,2.811304563721264,1,94.7509
-2.0906,0.6847,1.8133,0.4419,-2.1024,1.2501,1.7852,-3.4189,3.0,1.7427664243954202,3,49.4891
-1.464,2.261,2.0881,0.3275,-1.893,2.0114,2.8683,-1.3768,3.0,0.0,3,71.1738
0.3076,-0.0164,-1.8792,0.122,1.9141,0.476,-1.3618,-0.202,0.0,1.2670334328659205,1,157.39550000000003
-1.004,-3.2152,0.4705,1.9473,-1.8491,-1.868,-0.1689,-0.5265,0.0,2.5253747226896834,1,140.0521
1.3882,4.7928,-1.5071,-2.6551,1.4252,3.5445,0.3787,-2.1924,2.0,3.802236648342658,1,6.812500000000001
1.2048,0.0081,-2.8171,1.491,1.556,-0.7435,1.2818,-2.3446,0.0,3.750226141181355,1,78.982
1.0417,-1.5568,-0.0078,2.6037,-0.4793,-2.9779,2.9253,1.9221,0.0,5.390881573546205,1,24.5101
1.5298,-2.2254,-1.7408,1.2584,1.152,-2.6019,-0.5352,1.8299,0.0,2.5716204152246123,1,169.2221
0.2604,-0.8049,-0.9325,0.9385,1.9952,-1.1106,-0.2063,1.3562,0.0,2.1555747887744467,1,307.63640000000004
-0.4632,-1.2701,-0.2527,0.7213,0.1673,-0.3731,-0.952,0.6495,0.0,1.2929059671917367,1,344.8878
-1.89,-1.623,2.0672,1.4625,-0.2368,-1.2209,0.6607,1.4587,3.0,0.0,3,124.4207
0.4238,0.5196,0.9619,-0.3391,-0.2782,0.0247,0.2793,2.9029,1.0,0.0,2,79.80959999999999
4.1618,2.2273,-3.9437,-0.4155,0.3249,0.5547,1.1434,-0.6087,2.0,2.478936485672835,1,70.9798
1.6144,0.76,0.2664,1.5932,-2.8036,-0.8481,4.1807,0.2441,3.0,1.3513291234928702,3,36.2951
-0.452,-0.832,-0.6193,2.4813,-0.7612,-0.3371,1.6733,-0.8418,3.0,1.1265328046710414,3,224.74320000000003
2.1708,6.4331,-0.799,-1.9319,-2.0994,5.0269,3.0222,-1.4404,2.0,3.9626868006442266,3,1.5587
-3.1931,2.8316,5.0207,-1.5875,-2.067,3.269,1.1252,1.1573,3.0,2.6959114506971527,3,0.7609
3.8912,3.9097,0.2968,-2.6054,2.1853,-1.7278,3.7822,1.9839,2.0,3.490211946286358,3,6.758
0.1371,2.873,1.2261,-2.6476,-1.5486,2.687,-0.1389,-0.7623,1.0,0.0,2,6.286500000000001
2.6874,0.5231,-2.5458,0.4309,-1.2102,0.4305,0.2953,0.6562,2.0,1.6144399400411324,1,172.8691
0.6119,0.8062,-1.1744,-0.2129,2.3347,-0.4833,0.6036,-1.2962,2.0,1.2672464440668187,3,52.63340000000001
-3.2192,-0.3314,2.9123,-0.513,-0.5065,0.8546,-0.6361,-1.2954,1.0,3.107927067998862,0,60.836400000000005
-5.783,-0.6081,2.9027,1.2527,1.8951,3.137,-2.7541,2.5613,1.0,3.1808350978948896,0,3.0036
0.1464,-3.147,-1.8725,2.2403,-0.4151,-1.3281,-1.4866,0.5131,0.0,2.8157584555497657,1,196.70270000000002
1.6818,0.6791,-1.1359,-1.4104,1.8909,-0.0681,-1.5239,2.4653,2.0,0.0,1,47.5801
-0.5576,-2.5321,-0.6489,1.3598,0.9239,-1.4484,-1.4816,1.0741,0.0,1.8431309611636388,1,290.395
0.1342,-0.6006,-2.0693,3.1941,1.1411,-0.6785,2.0559,-0.7536,0.0,4.346315046105149,1,70.2564
2.4826,2.3847,1.4982,-2.3459,3.7808,-2.8468,2.5084,4.077,2.0,4.858158795263902,3,12.3388
-1.4184,-1.009,-1.5603,3.9594,-1.3476,0.3426,2.6639,-4.6103,3.0,0.0,3,11.844100000000001
2.0429,-0.4114,-0.1486,1.3207,0.778,-3.6944,3.7548,0.85,0.0,5.049637936525747,1,16.098399999999998
5.9835,4.633,-1.4046,-3.709,0.8297,-0.7883,2.8254,1.7814,2.0,2.9188044316123665,3,8.0012
-1.3578,-0.6414,2.493,-0.4611,2.4071,-2.6116,1.0567,0.3531,3.0,0.0,3,62.2827
0.4291,-1.0936,-0.4799,0.1022,0.691,-0.9432,-1.0783,1.4197,0.0,1.370823515263727,1,302.3897
-2.0608,-0.9429,1.258,0.0219,1.2391,0.0994,-1.5292,0.8572,1.0,1.3578378474619126,0,151.9748
-0.9349,-0.1596,-0.0144,2.0919,-1.2919,0.1415,2.3536,-2.5008,3.0,0.0,3,154.3979
-0.158,4.4312,1.5312,0.1849,-2.9297,3.7523,4.0942,-0.2162,3.0,0.0,3,18.6423
-0.104,-1.8312,0.6791,2.0885,-2.6253,-1.3685,1.5147,0.6993,0.0,3.122289992937876,1,98.29350000000001
5.3914,2.7743,-1.2541,-3.7582,1.6605,-1.6528,0.5555,3.4439,2.0,3.7598358168941357,1,4.2946
0.5832,0.1617,0.3423,-0.6706,1.8062,-1.1612,-0.022,1.9205,1.0,0.0,0,202.93689999999998
-5.5592,-1.6587,3.123,3.0418,2.2406,0.395,0.1463,1.6207,3.0,0.0,3,9.3157
-1.201,0.1134,1.4984,0.484,0.0764,0.2545,0.5179,1.5685,3.0,1.1685482660121487,3,186.1773
0.4168,-0.2181,-0.3671,0.1416,0.6226,-0.3867,-0.2506,1.135,0.0,1.3854061065261698,1,324.97810000000004
0.0621,1.2446,0.5814,-1.2474,0.5794,0.6723,-0.1463,0.437,1.0,1.0847569220797806,2,111.3594
0.846,-4.125,1.206,-2.9015,-2.8152,-4.1028,-3.0358,-3.2787,1.0,3.7609637647815757,0,0.932
-2.0028,-2.3253,-0.6786,3.0885,-1.0376,0.5539,-0.6621,-0.4985,0.0,2.287406511750808,1,160.79580000000004
0.2284,-1.8105,-2.0752,1.4467,0.9881,-0.6004,-1.4732,0.3162,0.0,1.8544243796930626,1,306.38230000000004
2.7141,-0.4924,0.619,-1.5231,0.1142,-3.8038,1.4188,1.0661,0.0,2.6100478865338865,1,11.787700000000001
1.6905,2.4733,1.8531,-2.1866,5.8785,-2.7912,1.9541,5.9519,2.0,6.239495058095648,3,0.5995
-0.7343,-4.8675,1.4561,-0.8145,-4.4896,-3.0561,-2.4545,-3.8972,1.0,3.601492405933962,0,0.5825
1.3229,0.5621,-0.6548,0.4125,-1.4091,-0.5652,2.2202,-1.9654,0.0,1.9974591635375183,1,165.1003
1.5959,-2.1416,-0.8099,0.6353,1.4708,-4.0337,0.7081,0.4176,0.0,3.552573365885637,1,33.2031
